pcode3,beneficiarios,educacion_ben,nutricion_ben,proteccionGBV_ben,proteccionGeneral_ben,proteccionNNA_ben,salud_ben,seguridad_alimentaria_ben,wash_ben,org_count,estado,pcode1,municipio,pcode2,parroquia,fo,poblacion_2019,ham_2019_ambitos_ge,percent_pobre,pob_pobre,percent_urbana,area_km2,densidad_ppl_km2,razon_de_dependencia_total,razon_de_dependencia_de_menores_de_15_anos,percent_sin_agua_segura,percent_sin_saneamiento_mejorado,percent_analfabeto,promedio_de_personas_por_vivienda,percent_hogares_jefatura_femenina,percent_sin_servicio_electrico,ham_2019_x_violencia_envelope,ham_2019_x_mortalidad_y_salud_envelope,ham_2019_x_pobreza_envelope,promedio_de_edad,pob_menor_de_18,pob_18_y_mas,hogares_2019,matricula_total,pob_analfabeto,pob_sin_agua_segura,pob_sin_servicio_electrico,pob_sin_saneamiento_mejorado,pob_urbana,not_covered_pobre,coverage_percent,coverage_pobre_percent,percent_total_ben,org_present,pob_pobre_score,percent_pobre_score,poverty_score,gap_score
VE140301,25,0,0,0,0,0,3931,0,25,2,MERIDA,VE14,ANTONIO PINTO SALINAS,VE1403,CAPITAL ANTONIO PINTO SALINAS,Tachira,21133.423310838956,RESTO,0.4206056137544337,8888.836482387676,0.5915,274.974027347,76.85607078871453,0.53,0.4042,0.1605,0.15419999999999998,0.1096,3.81,0.2969,0.0017000000000000001,0.16429818927576348,0.044109586738176214,0.4200303365420091,30.81,6834.897942181121,14298.525368657836,5628.739481796218,4207,2316.2231948679496,3391.9144413896524,35.92681962842623,3258.7738745313663,12500.419888361243,8863.836482387676,0.001182960263100297,0.0028125165818422863,1.9024574308978947e-5,TRUE,0.04735656604680423,0.3877563145465856,0.2175564402966949,0.21766107317797634
VE140302,6,0,0,0,0,0,0,0,6,1,MERIDA,VE14,ANTONIO PINTO SALINAS,VE1403,MESA BOLIVAR,Tachira,4852.073648254603,RESTO,0.43361176218814007,2103.916204886316,0,44.8813225856,108.10897203397859,0.5359,0.41200000000000003,0.1848,0.1093,0.0934,3.92,0.33140000000000003,0.0019,0.16429818927576348,0.044109586738176214,0.4200303365420091,30.46,1614.1764558860284,3237.897192368574,1249.1077230692324,1217,453.18367874697987,896.6632101974506,9.218939931683744,530.331649754228,0,2097.916204886316,0.0012365846924352296,0.0028518246050223315,4.565897834154947e-6,TRUE,0.011034125866202723,0.4015213503936075,0.2062777381299051,0.20630164593178144
VE140501,20,0,20,0,0,0,2278,0,0,2,MERIDA,VE14,ARZOBISPO CHACON,VE1405,CAPITAL ARZOBISPO CHACON,Tachira,4247.930291217611,RESTO,0.3762985522985536,1598.49001885036,0.7490000000000001,213.893532417,19.860022148477036,0.4593,0.3323,0.05890000000000001,0.09849999999999999,0.11320000000000001,2.59,0.2348,0.0137,0.31828310581786656,0.10069137573775043,0.5092452613492171,32.96,1181.5513261484368,3066.378965069174,1651.5802186042959,844,480.86570896583356,250.2030941527173,58.19664498968127,418.4211336849346,3181.699788121991,1578.49001885036,0.00470817518859691,0.01251180787127096,1.5219659447183157e-5,TRUE,0.008328373748690552,0.3408640087786594,0.17459619126367498,0.17457252350549576
VE140503,48,0,48,0,0,0,0,0,0,1,MERIDA,VE14,ARZOBISPO CHACON,VE1405,CHACANTA,Tachira,2252.3690285102807,RESTO,0.6665510998275399,1501.3190531710152,0,156.555108753,14.387068211640965,0.4742,0.3616,0.2364,0.3249,0.2329,3.45,0.16399999999999998,0.0072,0.31828310581786656,0.10069137573775043,0.5092452613492171,31.03,715.0564855155546,1537.3125429947263,654.9776045249562,358,524.5767467400443,532.4600383398304,16.21705700527402,731.7946973629903,0,1453.3190531710152,0.021310895058678395,0.031971884922539724,3.6527182673239576e-005,TRUE,0.007808178014057829,0.6480523160466071,0.32793024703033247,0.3278291972699011
VE140506,100,0,100,0,0,0,0,0,0,1,MERIDA,VE14,ARZOBISPO CHACON,VE1405,MUCUTUY,Tachira,2770.696629213483,RESTO,0.5866138377900921,1625.3289830149931,0,288.240506423,9.61244713172762,0.611,0.41159999999999997,0.15660000000000002,0.2419,0.2361,3.04,0.23870000000000002,0.0233,0.31828310581786656,0.10069137573775043,0.5092452613492171,34.15,894.1151112130245,1876.5815180004586,912.9633876022318,522,654.1614741573034,433.89109213483147,64.55723146067416,670.2315146067416,0,1525.3289830149931,0.03609200622891254,0.06152600553181518,7.609829723591579e-5,TRUE,0.008472053649191638,0.5634508459752181,0.2859614498122049,0.2857226119046153
VE140507,44,0,44,0,0,0,0,0,0,1,MERIDA,VE14,ARZOBISPO CHACON,VE1405,MUCUCHACHI,Tachira,2406.689291446916,RESTO,0.5845194117105085,1406.7566088065316,0,617.52593497,3.897308849973783,0.5584,0.41950000000000004,0.17620000000000002,0.37920000000000004,0.2147,3.03,0.22190000000000001,0.10220000000000001,0.31828310581786656,0.10069137573775043,0.5092452613492171,31.38,789.2715737980585,1617.4177176488572,796.3396774440113,532,516.7161908736529,424.05865315294665,245.96364558587484,912.6165793166706,0,1362.7566088065316,0.01828237660605825,0.031277620964815546,3.348325078380295e-5,TRUE,0.007301946755873421,0.5612342135716011,0.2842680801637372,0.284175975974701
VE140601,31,0,31,0,0,0,11504,0,0,2,MERIDA,VE14,CAMPO ELIAS,VE1406,FERNANDEZ PENA,Tachira,21807.316451893905,CIUD MED Y PEQ OCCID,0.2955760280627043,6445.719979557265,0.9431,61.5028046768,354.5743412270763,0.3943,0.304,0.0097,0.023399999999999997,0.0462,4.07,0.36119999999999997,NA,0.1409307525666317,0.02628544392143001,0.3777716305533112,31.86,5853.789312426782,15953.527139467122,5765.332051705666,1605,1007.4980200774984,211.53096958337088,NA,510.2912049743173,20566.48014578114,6414.719979557265,0.0014215412551280575,0.004809392914727469,2.3590472143133895e-5,TRUE,0.03427756888856825,0.25543145774849124,0.14485451331852975,0.1448954559847282
VE140602,261,0,241,0,0,0,0,0,0,1,MERIDA,VE14,CAMPO ELIAS,VE1406,MATRIZ,Tachira,60715.50274849058,CIUD MED Y PEQ OCCID,0.41702558414787494,25319.91800052119,0.9961,33.8441445973,1793.9736244163873,0.4639,0.38079999999999997,0.021799999999999996,0.026699999999999998,0.046799999999999994,4.22,0.3945,7.000000000000001e-4,0.1409307525666317,0.02628544392143001,0.3777716305533112,29.65,19196.52641855156,41518.976329939025,15446.198732390136,8800,2841.4855286293587,1323.5979599170944,42.500851923943415,1621.1039233846984,60478.712287771465,25058.91800052119,0.004298737360063918,0.010308090255056416,1.986165557857402e-4,TRUE,0.13531883400800973,0.38396739608860686,0.2596431150483083,0.2594310050378234
VE140603,129,0,149,0,0,0,0,0,0,1,MERIDA,VE14,CAMPO ELIAS,VE1406,MONTALBAN,Tachira,35792.6695403162,CIUD MED Y PEQ OCCID,0.28006560282773074,10024.295571622413,0.9965999999999999,72.6681095226,492.5498925933194,0.42619999999999997,0.3267,0.0198,0.015,0.0379,4.15,0.4133,0.0033,0.1409307525666317,0.02628544392143001,0.3777716305533112,31.76,10064.61509116578,25728.054449150422,9170.936589468625,8091,1356.5421755779842,708.6948568982608,118.11580948304346,536.890043104743,35670.97446387912,9895.295571622413,0.003604089933965299,0.012868734673505003,9.816680343433136e-5,TRUE,0.05343514076241417,0.23901602465927174,0.14622558271084296,0.14607189806235343
VE140606,20,0,20,0,0,0,0,0,0,1,MERIDA,VE14,CAMPO ELIAS,VE1406,LA MESA,Tachira,5589.718372332863,CIUD MED Y PEQ OCCID,0.6455848692141839,3608.637604346632,0.7406999999999999,39.6836616371,140.85692049916761,0.5374,0.4025,0.0318,0.0711,0.08410000000000001,3.67,0.3601,0.0051,0.1409307525666317,0.02628544392143001,0.3777716305533112,30.98,1778.2511089083137,3811.4672634245494,1561.0104833138084,979,470.0953151131938,177.75304424018503,28.507563698897602,397.4289762728665,4140.304398386951,3588.637604346632,0.0035779977930539323,0.005542257824922582,1.5219659447183157e-5,TRUE,0.019089512043930345,0.6258627402901253,0.32247612616702787,0.32249155141119146
VE140701,29,0,0,0,29,0,4348,0,0,2,MERIDA,VE14,CARACCIOLO PARRA,VE1407,CAPITAL CARACCIOLO PARRA OLMEDO,Tachira,23818.127460914882,CIUD MED Y PEQ OCCID,0.42740310242319696,10179.941570706163,0.8595,340.58067026,69.9338792267103,0.5827,0.5022,0.07610000000000001,0.11309999999999999,0.09609999999999999,3.82,0.2859,0.0039000000000000003,0.39390832842594725,0.06595534505510585,0.45272980296919313,27.34,9237.059134337002,14581.06832657788,6306.550303995367,5233,2288.92204899392,1812.559499775623,92.89069709756805,2693.830215829473,20471.680552656344,10150.941570706163,0.001217560030593861,0.0028487393369182497,2.2068506198415578e-5,TRUE,0.054268377154272185,0.394950425522035,0.2246094013381536,0.22472835880229175
VE140702,634,0,654,0,0,0,0,0,0,1,MERIDA,VE14,CARACCIOLO PARRA,VE1407,FLORENCIO  RAMIREZ,Tachira,9098.87253908512,CIUD MED Y PEQ OCCID,0.5190275315259679,4722.5653536307655,0.8412999999999999,248.279544135,36.64769311054349,0.6679999999999999,0.5748,0.06770000000000001,0.1264,0.1235,4.01,0.2775,0.0116,0.39390832842594725,0.06595534505510585,0.45272980296919313,26.76,3796.557578170238,5302.314960914881,2297.947777938622,2240,1123.7107585770123,615.9936708960627,105.54692145338738,1150.0974889403592,7654.881467132311,4088.5653536307655,0.06967896267109902,0.13424906857298927,4.824632044757061e-4,TRUE,0.02505282073202965,0.49192098967414283,0.25848690520308626,0.2568685569852113
VE140801,89,0,89,0,0,0,1763,0,0,2,MERIDA,VE14,CARDENAL QUINTERO,VE1408,CAPITAL CARDENAL QUINTERO,Tachira,6352.327931363203,RESTO,0.3976671014943042,2526.111836206514,0.9118,202.002793701,31.446733062344553,0.5228,0.4447,0.07690000000000001,0.0565,0.0581,3.92,0.402,0.0023,0.23381132877207594,0.10404473700887903,0.4112384237584158,27.9,2276.7299014934856,4075.5980298697173,1683.8938671750875,1456,369.07025281220206,488.4940179218304,14.610354242135367,358.906528122021,5792.052607816969,2437.111836206514,0.014010611694113325,0.03523201099981865,6.772748453996505e-5,TRUE,0.013294310943688492,0.36347937774646827,0.18838684434507838,0.18819518237149688
VE140802,20,0,20,0,0,0,0,0,0,1,MERIDA,VE14,CARDENAL QUINTERO,VE1408,LAS PIEDRAS,Tachira,4954.672068636797,RESTO,0.42863805955460826,2123.7610212298937,0,154.719249976,32.02363034596771,0.5356000000000001,0.4302,0.17009999999999997,0.21719999999999998,0.0999,3.52,0.29460000000000003,0.0068000000000000005,0.23381132877207594,0.10404473700887903,0.4112384237584158,29.31,1723.4162694629808,3231.2557991738163,1450.3523991102636,1042,494.97173965681606,842.7897188751191,33.69177006673022,1076.1547733079121,0,2103.7610212298937,0.004036594091988553,0.009417255425668269,1.5219659447183157e-5,TRUE,0.011140363246312379,0.3962574403750531,0.20369890181068276,0.2036854494320482
VE141201,2129,0,309,0,0,1778,56071,0,45,4,MERIDA,VE14,LIBERTADOR,VE1412,ANTONIO SPINETTI DINI,Tachira,39485.238488165225,CIUD GRAND ANDES,0.23960869676964897,9461.006535788054,1,8.33103784473,4739.534164178905,0.3513,0.2612,0.0052,0.004399999999999999,0.021,3.6,0.4401,2e-4,0.12130522398773623,0.39592015898146893,0.33216495143760305,31.79,9677.980251635352,29807.258236529873,12126.593223221795,5170,829.1900082514697,205.32324013845917,7.897047697633045,173.73504934792697,39485.238488165225,7332.006535788054,0.053918884158142236,0.22502891124180638,0.001620132748152647,TRUE,0.050419625255721016,0.19619852453710865,0.12330907489641484,0.11775213277673739
VE141202,112,0,112,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,ARIAS,Tachira,21876.35250555078,CIUD GRAND ANDES,0.40847967247931627,8936.045306509453,0.9998999999999999,68.3023818968,320.2868172094552,0.43229999999999996,0.35090000000000005,0.0155,0.0207,0.0327,4.19,0.3795,0.0016,0.12130522398773623,0.39592015898146893,0.33216495143760305,30.1,6705.244923852036,15171.107581698747,5567.615003424705,4774,715.3567269315106,339.08346383603714,35.00216400888125,452.8404968649012,21874.164870300225,8824.045306509453,0.00511968345598663,0.012533508521763392,8.523009290422568e-5,TRUE,0.047609294099607714,0.3749228445011181,0.21126606930036293,0.21113705512221273
VE141203,28,0,28,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,CARACCIOLO PARRA PEREZ,Tachira,17768.695900007817,CIUD GRAND ANDES,0.19135984656688693,3400.2149211191686,1,2.13955941528,8304.838731334068,0.3898,0.2588,0.004200000000000001,0.0057,0.0168,3.85,0.41700000000000004,NA,0.12130522398773623,0.39592015898146893,0.33216495143760305,34.35,4094.113392204545,13674.58250780327,4872.848159163729,3161,298.5140911201313,74.62852278003284,NA,101.28156663004457,17768.695900007817,3372.2149211191686,0.0015758050088519823,0.008234773580366473,2.130752322605642e-5,TRUE,0.017973740578064584,0.1451344331188203,0.08155408684844244,0.08154388951344071
VE141204,1760,0,160,0,0,0,0,0,1600,2,MERIDA,VE14,LIBERTADOR,VE1412,DOMINGO PENA,Tachira,26085.5832111319,CIUD GRAND ANDES,0.28744865841137074,7498.265897918041,1,2.92728132273,8911.197912062764,0.41009999999999996,0.2611,0.0024,0.0013,0.028399999999999998,4.24,0.47950000000000004,NA,0.12130522398773623,0.39592015898146893,0.33216495143760305,34.78,6041.627470269425,20043.955740862475,6970.691905285078,5806,740.8305631961459,62.605399706716554,NA,33.91125817447147,26085.5832111319,5738.265897918041,0.06747021854006041,0.2347209373421499,0.0013393300313521179,TRUE,0.039912275649054266,0.24682986941795398,0.14337107253350412,0.13877083922608377
VE141205,86,0,86,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,EL LLANO,Tachira,11147.418898853988,CIUD GRAND ANDES,0.14883543621868983,1659.1309545234005,1,2.17785333404,5118.535176184297,0.34009999999999996,0.20370000000000002,8e-4,0.0016,0.0154,3.34,0.4911,4e-4,0.12130522398773623,0.39592015898146893,0.33216495143760305,35.06,2161.496848811926,8985.922050042062,3636.352781365929,4180,171.67025104235142,8.917935119083191,4.458967559541596,17.835870238166383,11147.418898853988,1573.1309545234005,0.0077147903725804405,0.05183436531367967,6.544453562288757e-5,TRUE,0.008653009362432925,0.10012879322473558,0.05439090129358425,0.05419046687995098
VE141206,164,0,164,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,GONZALO PICON FEBRES,Tachira,8797.671384638015,CIUD GRAND ANDES,0.5037507072017194,4431.83318173973,0.8613,187.62289929600001,46.89017927794902,0.4337,0.3386,0.061,0.028600000000000004,0.0433,3.89,0.3329,0.0062,0.12130522398773623,0.39592015898146893,0.33216495143760305,31.28,2531.2265729508085,6266.444811687207,2284.7400901915535,2682,380.93917095482607,536.657954462919,54.54556258475569,251.61340160064728,7577.434363588723,4267.83318173973,0.018641296410134994,0.03700500295808094,1.2480120746690188e-4,TRUE,0.02349641306765288,0.47575278772536567,0.24962460039650927,0.24926778920969747
VE141207,86,0,110,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,JACINTO PLAZA,Tachira,40246.36707778447,CIUD GRAND ANDES,0.5315551293524636,21393.162857998457,0.9790000000000001,104.261830655,386.0124728766635,0.4807,0.4,0.017400000000000002,0.0132,0.0525,4.05,0.40049999999999997,4e-4,0.12130522398773623,0.39592015898146893,0.33216495143760305,28.83,13169.420650280183,27076.94642750429,10581.312581308006,4951,2112.9342715836847,700.2867871534498,16.098546831113786,531.252045426755,39401.193369151,21307.162857998457,0.002136838831534462,0.0040199759414184235,6.544453562288757e-5,TRUE,0.1142973152672359,0.5051795522714979,0.3097384337693669,0.30992178339278786
VE141209,125,0,125,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,LASSO DE LA VEGA,Tachira,20908.01275185371,CIUD GRAND ANDES,0.40398189830787246,8446.458681339065,0.9965,40.7685434613,512.8466944545339,0.3876,0.27949999999999997,0.039599999999999996,0.0115,0.024399999999999998,3.98,0.3763,0.0021,0.12130522398773623,0.39592015898146893,0.33216495143760305,33.04,5199.239600619665,15708.773151234045,5577.095252761599,1613,510.15551114523043,827.9573049734067,43.906826778892786,240.44214664631764,20834.83470722222,8321.458681339065,0.005978569148754584,0.014799101578057212,9.512287154489474e-5,TRUE,0.04498833759921345,0.3701626325892439,0.20757548509422868,0.20740189955242302
VE141210,20,0,20,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,MARIANO PICON SALAS,Tachira,20270.127403614097,CIUD GRAND ANDES,0.1676443100265462,3398.1715227290715,1,6.24453420688,3246.0591506218684,0.3282,0.2241,0.015200000000000002,0.0086,0.0172,3.48,0.4793,5e-4,0.12130522398773623,0.39592015898146893,0.33216495143760305,33.78,4336.536910962273,15933.590492651823,5995.580544918796,4438,348.64619134216247,308.1059365349343,10.135063701807049,174.32309567108123,20270.127403614097,3378.1715227290715,9.866736208295399e-4,0.005885518098844522,1.5219659447183157e-5,TRUE,0.017962801434676923,0.12003513394711916,0.06899896769089804,0.06901029982713211
VE141211,203,0,184,0,19,0,0,0,0,2,MERIDA,VE14,LIBERTADOR,VE1412,MILLA,Tachira,26192.574596505423,CIUD GRAND ANDES,0.3585952680323927,9392.533307892303,1,55.7397442146,469.9084103375695,0.39590000000000003,0.268,0.0146,0.0076,0.025699999999999997,3.82,0.4164,0.001,0.12130522398773623,0.39592015898146893,0.33216495143760305,33.72,6229.878135673473,19962.69646083195,7401.366089446853,4108,673.1491671301893,382.4115891089792,26.192574596505423,199.06356693344122,26192.574596505423,9189.533307892303,0.0077502881304033384,0.02161291244284695,1.5447954338890905e-4,TRUE,0.050053060193422004,0.32212776693305717,0.18609041356323958,0.18572492731081547
VE141212,274,0,274,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,OSUNA RODRIGUEZ,Tachira,32507.77497621094,CIUD GRAND ANDES,0.4207463293105271,13677.52699529336,1,11.9221549071,2726.6694007516703,0.43420000000000003,0.3428,0.0104,0.020300000000000002,0.0275,4.13,0.4421,0.0016,0.12130522398773623,0.39592015898146893,0.33216495143760305,30.94,9495.146871566674,23012.628104644267,8488.886120522026,3448,893.9638118458009,338.08085975259377,52.01243996193751,659.9078320170822,32507.77497621094,13403.52699529336,0.008428752819918069,0.020032861210530783,2.0850933442640926e-4,TRUE,0.07299237569296933,0.3879052406244119,0.23044880815869062,0.2299752289752029
VE141213,20,0,20,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,SAGRARIO,Tachira,7702.02542555979,CIUD GRAND ANDES,0.16764431002654623,1291.200738274887,1,0.810070963787,9507.84038666637,0.38,0.2232,6e-4,0.0019,0.0208,3.57,0.48350000000000004,NA,0.12130522398773623,0.39592015898146893,0.33216495143760305,35.45,1575.0757112583149,6126.949714301475,2387.66851156355,2205,160.20212885164364,4.621215255335874,NA,14.633848308563602,7702.02542555979,1271.200738274887,0.0025967195503702693,0.015489458305856504,1.5219659447183157e-5,TRUE,0.006683329141629515,0.1200351339471192,0.06335923154437437,0.0633295876774496
VE141214,132,0,132,0,0,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,EL MORRO,Tachira,2003.0412527524054,CIUD GRAND ANDES,0.7490838438259334,1500.4458409536849,0,497.115383587,4.029328640564699,0.6024,0.4215,0.1145,0.14479999999999998,0.2138,3.46,0.2138,0.006999999999999999,0.12130522398773623,0.39592015898146893,0.33216495143760305,32.87,639.2396695734519,1363.8015831789535,589.1297802212957,373,428.25021983846426,229.34822344015043,14.021288769266837,290.0403733985483,0,1368.4458409536849,0.065899791039559,0.08797385176935188,1.0044975235140885e-4,TRUE,0.007803503353600266,0.7354007101912389,0.37160210677241956,0.37127456331552083
VE141215,36,0,0,0,36,0,0,0,0,1,MERIDA,VE14,LIBERTADOR,VE1412,LOS NEVADOS,Tachira,698.8298082625024,CIUD GRAND ANDES,0.6767105685217902,472.9055168492917,0,125.641601015,5.562089328828841,0.6486,0.47600000000000003,0.0588,0.268,0.2286,3.35,0.16879999999999998,0.0196,0.12130522398773623,0.39592015898146893,0.33216495143760305,32.48,230.23462675315,468.59518150935236,209.91980674551914,204,159.75249416880806,41.09119272583514,13.697064241945046,187.28638861435067,0,436.9055168492917,0.051514688661473455,0.07612514279775826,2.7395387004929684e-5,TRUE,0.002302661718187223,0.6588045730638062,0.33055361739099676,0.33046492103844144
VE141302,205,0,205,0,0,0,0,0,0,1,MERIDA,VE14,MIRANDA,VE1413,ANDRES ELOY BLANCO,Tachira,2860.540398501051,CIUD MED Y PEQ OCCID,0.38432483897952824,1099.376728048352,0,39.6379994801,72.16661880065786,0.5152,0.4036,0.0369,0.028999999999999998,0.08539999999999999,3.75,0.3664,0.0064,0.26870282309223587,0.08711856081242522,0.4021897401464131,30.54,928.6036925326753,1931.936705968376,818.347317429851,NA,244.29015003198975,105.5539407046888,18.30745855040673,82.95567155653048,0,894.3767280483521,0.07166478058041824,0.1864692918904354,1.5600150933362737e-4,TRUE,0.005656417129153771,0.34935861611343105,0.1775075166212924,0.17697535419229157
VE141303,30,0,30,0,0,0,0,0,0,1,MERIDA,VE14,MIRANDA,VE1413,LA VENTA,Tachira,2283.5320354629375,CIUD MED Y PEQ OCCID,0.3145451894441391,718.2740166964503,0,78.4651070765,29.102516016916855,0.5167,0.4142,0.024,0.0622,0.0857,3.74,0.2932,0.002,0.26870282309223587,0.08711856081242522,0.4021897401464131,30.04,764.4442007129147,1519.087834750023,630.9114797550499,NA,195.69869543917375,54.8047688511105,4.567064070925875,142.0356926057947,0,688.2740166964503,0.01313754286522113,0.041766789975194514,2.2829489170774736e-5,TRUE,0.003616219179938926,0.2755074385612818,0.13956182887061036,0.13949408131034427
VE141304,374,0,374,0,0,0,0,0,0,1,MERIDA,VE14,MIRANDA,VE1413,PINANGO,Tachira,1855.9823142308746,CIUD MED Y PEQ OCCID,0.5861490560972696,1087.8822816196532,0,151.028072186,12.288988976467385,0.7061,0.598,0.21240000000000003,0.2581,0.1106,4.07,0.2005,NA,0.26870282309223587,0.08711856081242522,0.4021897401464131,26.51,775.4698382231971,1080.5124760076774,458.1764920939585,409,205.27164395393473,394.21064354263785,NA,479.02903530298875,0,713.8822816196532,0.2015105408776413,0.34378719675734026,2.846076316623251e-4,TRUE,0.005594882678380638,0.5629589450334942,0.2842769138559374,0.2832888783047953
